ID,Application creation month,NUMBER CREDITS IN KBI 3,NUMBER CREDITS IN KBI 6,ADMINISTRATIVE VIOLATION,CRIMINAL VIOLATION,NUMBER CREDITS IN KBI,NUMBER REQUESTS IN KBI,NUMBER REQUESTS IN KBI ALL,CLOSED CREDITS IN KBI,CLOSED CREDITS IN KBI YEAR,OVERDUES IN KBI,DURATION LAST OVERDUE,COUNTGUARANTEE,COUNTCLOSEGUARANTEE,COUNTOPENGUARANTEE,DURATIONGREATESTDELAYLASTYEAR,DURATIONGREATESTDELAYLASTALL,LATECOUNTSUMM 1 7,LATECOUNTSUMM 8 30,LATECOUNTSUMM 31 90,LATECOUNTSUMM 91 180,LATECOUNTSUMM 181,LATECOUNTPRC 1 7,LATECOUNTPRC 8 30,LATECOUNTPRC 31 90,LATECOUNTPRC 91 180,LATECOUNTPRC 181,LATECOUNTPAY 1 7,LATECOUNTPAY 8 30,LATECOUNTPAY 31 90,LATECOUNTPAY 91 180,LATECOUNTPAY 181,SEX,BIRTH CNTR,MARITAL STATUS,CHILDREN,MINORS,HOMEPHONE,WORKPHONE,MOBILE 1,REG TOWNTYPE,HOME TOWNTYPE,EMPLOYMENT,EDUCATION,PROFESSION,REAL ESTATE,VEHICLE,PERSONNEL PHONE,ACCOUNTING PHONE,Age,Length work,Matching address of registration and residence,Loans total,Credit load,Marker
94,winter,0,0,0,0,2,1,8,5,0,8,3,0,0,0,36,118,14,2,2,0,0,11,2,3,1,0,3,0,1,0,0,Male,BY,Single,2,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary education,a,yes,no,no,no,59,3.0,yes,7,0.55,good
95,autumn,1,4,0,0,4,2,12,2,1,0,122,39,38,1,0,122,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,no,yes,no,40,11.8,yes,6,0.64,bad
96,winter,0,0,1,0,0,2,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Secondary technical education,k,yes,yes,no,no,43,13.1,yes,2,0.24,good
97,autumn,2,2,3,0,2,5,9,4,1,1,1,0,0,0,1,114,5,16,10,0,0,4,15,6,2,0,4,13,6,1,0,Feminine,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,28,10.8,no,6,0.42,good
98,autumn,0,0,3,0,0,1,9,4,0,0,151,0,0,0,0,151,1,6,2,2,0,1,6,2,2,0,1,5,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,p,yes,no,no,yes,26,2.0,yes,4,0.07,bad
99,autumn,0,0,0,0,2,0,8,2,0,7,2,0,1,0,4,37,15,0,0,0,0,11,1,2,0,0,12,2,3,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Secondary special education,h,yes,no,yes,yes,52,3.2,yes,4,0.09,good
100,summer,0,1,0,0,1,1,6,5,2,0,1,1,1,0,0,7,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,Male,UA,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary education,a,no,yes,no,no,34,14.0,yes,6,0.04,good
101,autumn,1,1,3,0,1,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,d,no,yes,yes,yes,29,1.5,yes,6,0.21,good
102,autumn,0,1,0,0,4,1,23,17,6,0,24,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,e,no,yes,yes,yes,38,17.0,yes,21,0.37,good
103,autumn,0,0,3,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,Agrotown,City,Owner of the enterprise,Higher education,k,no,yes,no,no,28,1.5,no,3,0.27,good
104,autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,UA,Married,3,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,no,no,51,14.8,yes,0,0.04,good
105,autumn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,28,2.2,yes,1,0.04,good
106,winter,0,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,p,no,no,yes,yes,25,2.9,yes,2,0.15,good
107,spring,0,0,7,0,0,0,1,2,0,0,4,0,0,0,0,26,15,13,0,0,0,15,14,0,0,0,15,14,0,0,0,Male,BY,Married,2,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary technical education,k,yes,yes,no,no,56,18.0,yes,2,0.05,good
108,autumn,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,no,no,47,5.0,yes,0,0.05,good
109,winter,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,no,yes,yes,34,11.5,yes,1,0.09,good
110,autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,32,2.1,no,0,0.06,good
111,autumn,0,0,1,0,2,1,4,2,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Feminine,BY,Separation,1,0,yes,no,yes,City,City,Pensioner,no information,b,yes,no,no,no,64,9.5,yes,4,0.12,good
112,summer,0,0,1,0,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,55,20.0,yes,8,0.20,good
113,autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,a,no,no,no,no,25,1.1,yes,0,0.05,good
114,summer,0,0,5,0,0,0,3,3,0,0,9,0,0,0,0,9,4,2,0,0,0,3,2,1,0,0,2,2,0,0,0,Feminine,LT,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary special education,f,yes,yes,no,yes,51,1.8,yes,3,0.05,good
115,autumn,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,yes,yes,no,no,38,3.3,yes,1,0.14,good
116,summer,1,2,0,0,2,0,4,5,2,2,6,0,0,0,16,16,7,2,0,0,0,6,3,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,43,8.8,yes,7,0.35,good
117,autumn,0,0,0,0,1,1,5,7,0,0,12,0,0,0,0,20,3,5,0,0,0,3,5,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,yes,no,no,no,47,15.2,yes,8,0.21,good
118,autumn,0,0,0,0,2,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Secondary education,a,no,no,yes,yes,43,15.8,yes,6,0.31,good
119,winter,0,0,2,1,1,1,8,2,0,0,30,2,2,0,0,30,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,k,yes,yes,yes,yes,38,15.0,yes,3,0.08,good
120,winter,0,1,0,0,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,LV,Married,1,1,yes,yes,yes,Rural village,Rural village,Recruitment,Higher education,h,yes,yes,no,no,35,6.0,yes,4,0.07,good
121,winter,0,1,1,0,5,0,9,2,1,1,5,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,g,no,yes,yes,no,42,2.0,yes,7,0.32,good
122,spring,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,no,yes,yes,22,1.7,yes,2,0.25,good
123,autumn,0,0,0,0,1,0,4,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,no,no,no,38,12.0,yes,2,0.28,good
124,autumn,0,1,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Owner of the enterprise,Higher education,k,yes,no,no,no,31,2.5,yes,1,0.11,good
125,winter,0,1,2,0,2,1,9,5,1,1,16,4,2,2,16,26,4,9,0,0,0,4,9,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,n,no,no,no,no,35,7.0,yes,7,0.52,good
126,winter,0,0,1,0,2,0,6,3,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,40,16.0,no,5,0.12,good
127,summer,0,0,1,0,2,0,7,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,yes,yes,53,15.3,yes,8,0.48,good
128,autumn,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,o,yes,no,no,no,28,0.9,no,2,0.10,good
129,winter,0,0,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,i,no,yes,no,no,29,2.0,no,3,0.42,good
130,summer,0,0,0,0,1,0,4,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,o,no,yes,no,no,29,7.8,yes,4,0.14,good
131,winter,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,UA,Married,3,3,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,no,no,38,9.0,yes,1,0.10,good
132,summer,0,1,0,0,2,1,11,9,3,1,6,0,0,0,6,6,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,Village1,Village1,Recruitment,Secondary technical education,m,no,yes,no,no,26,0.3,yes,11,0.44,good
133,autumn,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Separation,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,i,no,yes,no,no,49,5.1,yes,1,0.06,good
134,autumn,0,0,1,0,1,0,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Separation,2,0,yes,yes,yes,City,City,Recruitment,Secondary special education,o,no,yes,no,no,51,7.1,yes,4,0.11,good
135,summer,0,0,0,0,0,0,7,6,1,0,2,2,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,q,no,yes,yes,yes,30,10.0,yes,6,0.05,good
136,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Secondary education,l,no,yes,yes,yes,40,1.3,no,0,0.25,good
137,winter,0,0,0,0,0,1,6,6,1,0,5,0,0,0,0,7,11,0,0,0,0,11,0,0,0,0,9,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,j,yes,no,no,no,35,3.5,yes,6,0.02,good
138,autumn,0,2,0,0,3,0,6,5,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,32,9.9,yes,8,0.14,good
139,autumn,0,0,0,0,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,UA,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,o,yes,no,no,no,45,3.0,yes,5,0.22,good
140,winter,0,1,3,0,0,1,5,2,1,1,1,0,0,0,1,59,2,3,3,0,0,2,3,3,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,no,25,3.0,yes,2,0.03,good
141,winter,0,0,2,2,3,1,6,2,0,0,1,1,1,0,0,16,2,1,0,0,0,4,1,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,e,yes,yes,no,no,57,14.8,yes,5,0.40,good
142,winter,0,1,0,0,2,0,7,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,Agrotown,Agrotown,Recruitment,Higher education,c,yes,yes,yes,yes,31,3.9,yes,5,0.27,good
143,winter,0,2,3,0,4,1,18,6,3,4,5,5,2,3,10,12,13,1,0,0,0,11,1,0,0,0,2,2,0,0,0,Male,UA,Married,0,0,yes,yes,yes,Village1,Village1,Recruitment,Higher education,g,yes,yes,no,yes,27,0.4,yes,10,0.37,good
144,autumn,0,0,0,0,2,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,40,4.5,yes,6,0.09,good
145,autumn,0,0,5,0,3,1,15,6,1,9,9,2,2,0,17,32,47,10,1,0,0,46,15,2,0,0,26,1,0,0,0,Male,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,k,no,yes,no,no,49,14.0,yes,9,0.38,good
146,autumn,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,1,6,1,0,0,0,6,1,0,0,0,6,0,0,0,0,Feminine,UA,Married,1,1,yes,yes,yes,Village1,Village1,Recruitment,Higher education,f,no,yes,no,no,31,3.3,yes,5,0.02,good
147,autumn,0,1,6,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,PL,Married,1,1,yes,yes,yes,City,City,Owner of the enterprise,Higher education,k,no,no,no,no,32,3.3,yes,2,0.34,good
148,autumn,0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,35,12.4,yes,3,0.16,good
149,autumn,0,0,1,0,0,0,5,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,e,yes,yes,no,no,26,7.2,yes,1,0.04,good
150,autumn,0,1,1,0,2,1,7,4,3,0,16,0,0,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Male,BY,Married,1,2,yes,no,yes,City,City,Recruitment,Secondary special education,i,yes,no,yes,yes,36,2.2,yes,6,0.25,good
151,summer,0,1,0,0,1,1,15,3,2,4,9,0,0,0,6,251,4,0,1,2,0,4,2,0,1,1,0,0,0,1,1,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,h,no,no,no,no,26,3.7,yes,4,0.04,good
152,autumn,0,0,1,0,1,1,5,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,no,no,41,8.3,yes,1,0.12,good
153,autumn,0,1,0,3,2,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,j,yes,no,no,no,52,0.9,no,5,0.16,bad
154,autumn,0,0,0,0,0,1,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,Village1,Village1,Recruitment,Higher education,a,no,yes,no,no,27,1.4,yes,3,0.31,good
155,autumn,0,1,0,0,3,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,26,3.5,yes,7,0.39,good
156,autumn,0,1,0,0,2,1,6,9,2,0,1,9,8,1,0,23,1,2,0,0,0,2,2,0,0,0,1,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,Urban type settlement,Urban type settlement,Recruitment,Higher education,c,yes,yes,yes,yes,33,3.0,yes,11,0.25,bad
157,autumn,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,f,no,no,no,yes,23,2.0,no,2,0.19,good
158,winter,1,1,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,l,yes,no,no,no,43,15.2,yes,2,0.09,good
159,winter,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,26,1.3,no,1,0.05,good
160,autumn,0,0,0,0,1,1,7,5,2,0,9,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Feminine,UA,Separation,2,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,no,no,51,1.5,yes,6,0.26,good
161,autumn,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,c,yes,no,yes,yes,56,25.3,yes,1,0.03,good
162,winter,0,0,1,0,0,0,9,7,0,0,5,2,2,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,g,no,no,no,no,36,4.1,yes,7,0.06,good
163,summer,0,0,0,0,2,1,6,4,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,no,no,no,32,10.7,yes,6,0.08,good
164,autumn,0,1,3,0,2,1,26,4,2,4,3,15,8,7,7,31,8,0,0,0,0,7,0,1,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,no,yes,41,12.0,yes,6,0.58,good
165,summer,0,1,2,0,4,0,5,5,1,2,1,1,0,1,4,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,yes,38,15.0,yes,9,0.28,good
166,autumn,0,1,1,0,2,1,17,3,3,21,3,0,0,0,41,58,16,15,4,0,0,16,18,4,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,no,no,no,53,3.9,yes,5,0.24,good
167,spring,0,0,0,0,1,0,1,2,1,0,13,0,0,0,0,0,12,0,0,0,0,12,1,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,j,no,no,no,no,27,3.4,yes,3,0.05,good
168,winter,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,52,1.5,no,1,0.17,good
169,autumn,0,0,3,0,1,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,28,4.5,yes,4,0.06,good
170,summer,2,2,2,0,3,2,13,7,2,2,1,5,2,3,0,18,2,1,0,0,0,3,2,0,0,0,1,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,f,yes,yes,no,no,31,2.3,yes,10,0.44,good
171,autumn,0,0,0,0,1,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,39,13.1,no,1,0.04,good
172,autumn,1,3,0,0,4,0,7,3,1,2,17,0,0,0,2,21,1,4,0,0,0,1,5,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,yes,yes,30,6.0,yes,7,0.22,good
173,winter,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,no,yes,yes,City,City,Recruitment,Higher education,q,yes,yes,yes,yes,49,7.5,yes,1,0.19,good
174,summer,2,3,0,0,3,1,7,2,1,0,1,0,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,33,2.7,yes,5,0.32,good
175,winter,0,0,1,1,1,2,14,8,3,0,12,0,0,0,0,247,1,4,1,0,0,1,1,3,0,1,0,0,0,0,0,Male,BY,Married,3,0,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,54,19.7,yes,9,0.05,good
176,winter,1,1,0,0,3,0,6,5,1,0,2,3,2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,yes,yes,41,8.2,yes,8,0.14,good
177,winter,0,0,2,0,0,1,5,2,1,4,8,0,0,0,29,29,6,2,0,0,0,4,2,0,0,0,4,4,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,d,no,yes,yes,yes,31,0.5,no,2,0.26,bad
178,winter,0,1,0,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Owner of the enterprise,Secondary special education,k,no,yes,no,yes,44,5.0,yes,4,0.06,good
179,winter,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,0,yes,yes,yes,Village1,City,Recruitment,Secondary special education,a,yes,no,no,no,41,23.2,no,0,0.25,good
180,autumn,0,1,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,RU,Married,1,1,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary special education,o,no,yes,no,no,35,3.0,yes,6,0.28,good
181,winter,0,0,0,0,1,0,7,2,0,1,13,2,1,1,13,13,7,0,0,0,0,7,1,0,0,0,7,0,0,0,0,Feminine,BY,Widow,2,1,yes,yes,yes,City,City,Recruitment,Higher education,l,yes,yes,yes,no,46,9.3,yes,3,0.12,good
182,summer,0,0,0,0,9,0,15,4,1,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,q,yes,yes,yes,yes,39,13.1,yes,13,0.64,good
183,winter,1,3,1,0,2,1,4,3,2,0,6,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,g,no,yes,no,yes,34,3.4,yes,5,0.10,good
184,autumn,0,1,0,0,4,1,28,12,0,2,1,15,11,4,1,92,3,0,0,0,0,6,0,0,1,0,3,0,0,0,0,Male,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,no,no,38,3.5,yes,16,0.66,good
185,autumn,1,5,0,0,7,2,16,3,1,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,s,no,no,no,yes,23,1.6,no,10,0.48,good
186,autumn,0,0,0,0,1,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,29,3.9,no,2,0.21,good
187,winter,1,1,0,0,2,1,6,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,3,0,yes,yes,yes,City,City,Recruitment,Secondary special education,j,yes,no,yes,yes,51,0.3,yes,4,0.15,good
188,autumn,0,0,0,0,1,0,9,3,0,8,41,2,0,2,41,48,9,2,1,0,0,11,6,3,0,0,3,0,0,0,0,Male,BY,Married,5,2,yes,yes,yes,City,City,Recruitment,Higher education,c,yes,yes,yes,yes,51,0.9,yes,4,0.03,good
189,summer,0,0,0,0,0,0,4,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,Village1,Village1,Recruitment,Higher education,f,yes,yes,no,no,48,6.4,yes,2,0.05,good
190,autumn,2,2,0,0,4,1,10,6,2,1,8,1,1,0,8,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Male,RU,Married,3,3,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,no,no,38,9.7,yes,10,0.31,good
191,autumn,0,0,6,0,2,2,6,2,0,0,2,0,0,0,0,189,5,0,1,0,0,5,0,0,0,1,5,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,p,no,yes,yes,no,60,4.0,yes,4,0.14,good
